"No.","Time","Source","Destination","Protocol","Length","Info"
"1052","6.271555127","128.135.24.73","206.123.170.175","TCP","60","443  >  41816 [ACK] Seq=719210 Ack=5394 Win=64128 Len=0"
"1053","6.272304975","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=719210 Ack=5394 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1054","6.272338408","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=725050 Win=1368448 Len=0"
"1055","6.272375885","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=725050 Ack=5394 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1056","6.272393885","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=730890 Win=1380096 Len=0"
"1057","6.272475509","128.135.24.73","206.123.170.175","TLSv1.2","4787","Application Data"
"1058","6.272484347","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=735623 Win=1389568 Len=0"
"1059","6.272680183","128.135.24.73","206.123.170.175","TLSv1.2","9176","Application Data"
"1060","6.272698669","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=744745 Win=1407744 Len=0"
"1061","6.274638789","128.135.24.73","206.123.170.175","TLSv1.2","7395","Application Data"
"1062","6.274672739","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=752086 Win=1422464 Len=0"
"1063","6.274846242","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=752086 Ack=5808 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1064","6.274853143","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=757926 Win=1434112 Len=0"
"1065","6.274898150","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=757926 Ack=5808 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1066","6.274905364","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=763766 Win=1445888 Len=0"
"1067","6.274950930","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=763766 Ack=5808 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1068","6.274956819","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=766686 Win=1451648 Len=0"
"1069","6.275012465","128.135.24.73","206.123.170.175","TLSv1.2","1704","Application Data"
"1070","6.275018346","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=768336 Win=1454976 Len=0"
"1071","6.275508527","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=768336 Ack=5808 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1072","6.275523309","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=771256 Win=1460864 Len=0"
"1073","6.275606191","128.135.24.73","206.123.170.175","TCP","11734","443  >  41816 [ACK] Seq=771256 Ack=5808 Win=64128 Len=11680 [TCP segment of a reassembled PDU]"
"1074","6.275618639","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=782936 Win=1484160 Len=0"
"1075","6.275671187","128.135.24.73","206.123.170.175","TLSv1.2","338","Application Data"
"1076","6.276051801","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=783220 Ack=6003 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1077","6.276069699","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=789060 Win=1495808 Len=0"
"1078","6.276253061","128.135.24.73","206.123.170.175","TLSv1.2","1239","Application Data"
"1079","6.276253176","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=790245 Ack=6003 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1080","6.276271927","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=794625 Win=1507584 Len=0"
"1081","6.276416462","128.135.24.73","206.123.170.175","TLSv1.2","4200","Application Data"
"1082","6.276425403","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=798771 Win=1515776 Len=0"
"1083","6.276490727","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [ACK] Seq=798771 Ack=6003 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"1084","6.276622838","128.135.24.73","206.123.170.175","TLSv1.2","3418","Application Data"
"1085","6.276630286","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6549 Ack=803595 Win=1525504 Len=0"
"1093","6.289601924","206.123.170.175","128.135.24.73","TLSv1.2","175","Application Data"
"1094","6.289712037","206.123.170.175","128.135.24.73","TLSv1.2","170","Application Data"
"1097","6.311704982","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=803595 Ack=6219 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1098","6.311753224","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=809435 Win=1537152 Len=0"
"1099","6.311770263","128.135.24.73","206.123.170.175","TCP","8814","443  >  41816 [ACK] Seq=809435 Ack=6219 Win=64128 Len=8760 [TCP segment of a reassembled PDU]"
"1100","6.311783068","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=818195 Win=1554688 Len=0"
"1101","6.311899257","128.135.24.73","206.123.170.175","TLSv1.2","1867","Application Data"
"1102","6.311907253","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=820008 Win=1558272 Len=0"
"1103","6.312131956","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=820008 Ack=6219 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1104","6.312139029","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=825848 Win=1570048 Len=0"
"1105","6.312216852","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1106","6.312225230","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=836421 Win=1591168 Len=0"
"1107","6.312233887","128.135.24.73","206.123.170.175","TLSv1.2","255","Application Data"
"1108","6.312631284","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1109","6.312646401","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=853035 Win=1623936 Len=0"
"1110","6.312671050","128.135.24.73","206.123.170.175","TCP","10274","443  >  41816 [ACK] Seq=853035 Ack=6330 Win=64128 Len=10220 [TCP segment of a reassembled PDU]"
"1111","6.312684198","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=863255 Win=1644416 Len=0"
"1112","6.312972435","128.135.24.73","206.123.170.175","TLSv1.2","3492","Application Data"
"1113","6.312983986","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=866693 Win=1651328 Len=0"
"1114","6.313243085","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1115","6.313260011","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=883106 Win=1684096 Len=0"
"1116","6.313442018","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=883106 Ack=6549 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1117","6.313449987","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=886026 Win=1689984 Len=0"
"1118","6.313800141","128.135.24.73","206.123.170.175","TLSv1.2","13547","Application Data"
"1119","6.313818048","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=899519 Win=1716992 Len=0"
"1120","6.313835263","128.135.24.73","206.123.170.175","TLSv1.2","255","Application Data"
"1121","6.313835340","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=899720 Ack=6549 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1122","6.313857220","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=902640 Win=1722752 Len=0"
"1123","6.314033675","128.135.24.73","206.123.170.175","TLSv1.2","13547","Application Data"
"1124","6.314045017","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=916133 Win=1749760 Len=0"
"1125","6.314305352","128.135.24.73","206.123.170.175","TLSv1.2","15352","Application Data"
"1126","6.314318350","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=931431 Win=1780352 Len=0"
"1127","6.314604980","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=931431 Ack=6549 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1128","6.314622503","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=937271 Win=1792000 Len=0"
"1129","6.314889670","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1130","6.314901886","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=947844 Win=1813120 Len=0"
"1131","6.314914412","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=947844 Ack=6549 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1132","6.314921988","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=955144 Win=1827840 Len=0"
"1133","6.315232688","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1134","6.315232761","128.135.24.73","206.123.170.175","TLSv1.2","255","Application Data"
"1135","6.315249129","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=964257 Win=1846016 Len=0"
"1136","6.315270501","128.135.24.73","206.123.170.175","TCP","10274","443  >  41816 [ACK] Seq=964458 Ack=6549 Win=64128 Len=10220 [TCP segment of a reassembled PDU]"
"1137","6.315279038","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=974678 Win=1866496 Len=0"
"1138","6.315515104","128.135.24.73","206.123.170.175","TLSv1.2","6247","Application Data"
"1139","6.315515174","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=980871 Ack=6549 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1140","6.315529907","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=980871 Win=1878784 Len=0"
"1141","6.315537362","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=988171 Win=1893376 Len=0"
"1142","6.315876337","128.135.24.73","206.123.170.175","TLSv1.2","5940","Application Data"
"1143","6.315876418","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [ACK] Seq=994057 Ack=6549 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"1144","6.315889540","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=994057 Win=1905152 Len=0"
"1145","6.316188008","128.135.24.73","206.123.170.175","TLSv1.2","15007","Application Data"
"1146","6.316200714","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=1010470 Win=1938048 Len=0"
"1147","6.316226272","128.135.24.73","206.123.170.175","TCP","10274","443  >  41816 [ACK] Seq=1010470 Ack=6549 Win=64128 Len=10220 [TCP segment of a reassembled PDU]"
"1148","6.316236307","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=1020690 Win=1958528 Len=0"
"1149","6.316555230","128.135.24.73","206.123.170.175","TLSv1.2","6247","Application Data"
"1150","6.316555316","128.135.24.73","206.123.170.175","TLSv1.2","255","Application Data"
"1151","6.316555461","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1027084 Ack=6549 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1152","6.316574051","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=1026883 Win=1970816 Len=0"
"1153","6.316586000","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=1034384 Win=1985408 Len=0"
"1154","6.316871058","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1155","6.316871158","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1043497 Ack=6549 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1156","6.316888838","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=1043497 Win=2003712 Len=0"
"1157","6.316896646","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=1050797 Win=2018304 Len=0"
"1158","6.317235359","128.135.24.73","206.123.170.175","TLSv1.2","7924","Application Data"
"1159","6.317250800","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=6786 Ack=1058667 Win=2034048 Len=0"
"1160","6.319062142","206.123.170.175","128.135.24.73","TLSv1.2","167","Application Data"
"1161","6.327002236","206.123.170.175","128.135.24.73","TLSv1.2","162","Application Data"
"1162","6.328691117","206.123.170.175","128.135.24.73","TLSv1.2","163","Application Data"
"1163","6.328811068","206.123.170.175","128.135.24.73","TLSv1.2","158","Application Data"
"1164","6.341321017","206.123.170.175","128.135.24.73","TLSv1.2","155","Application Data"
"1165","6.341424068","206.123.170.175","128.135.24.73","TLSv1.2","260","Application Data, Application Data"
"1166","6.341669800","206.123.170.175","128.135.24.73","TLSv1.2","353","Application Data, Application Data, Application Data"
"1167","6.349050659","128.135.24.73","206.123.170.175","TCP","60","443  >  41816 [ACK] Seq=1058667 Ack=6786 Win=64128 Len=0"
"1168","6.349423156","128.135.24.73","206.123.170.175","TLSv1.2","203","Application Data"
"1169","6.349423228","128.135.24.73","206.123.170.175","TLSv1.2","627","Application Data"
"1170","6.349536545","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=7826 Ack=1059389 Win=2034048 Len=0"
"1172","6.362963099","206.123.170.175","128.135.24.73","TLSv1.2","164","Application Data"
"1173","6.363640926","206.123.170.175","128.135.24.73","TLSv1.2","168","Application Data"
"1174","6.363743006","206.123.170.175","128.135.24.73","TLSv1.2","168","Application Data"
"1189","6.379689754","128.135.24.73","206.123.170.175","TLSv1.2","5460","Application Data"
"1190","6.379737020","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1064795 Win=2044800 Len=0"
"1213","6.386778200","128.135.24.73","206.123.170.175","TLSv1.2","2721","Application Data"
"1214","6.386820744","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1067462 Win=2050176 Len=0"
"1217","6.388134119","128.135.24.73","206.123.170.175","TCP","60","443  >  41816 [ACK] Seq=1067462 Ack=7220 Win=64128 Len=0"
"1218","6.388591728","128.135.24.73","206.123.170.175","TLSv1.2","2739","Application Data"
"1219","6.388616872","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1070147 Win=2055552 Len=0"
"1230","6.393444488","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1070147 Ack=7220 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1231","6.393494348","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1075987 Win=2067200 Len=0"
"1232","6.393539872","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1233","6.393551949","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1086560 Win=2088320 Len=0"
"1234","6.393589382","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=1086560 Ack=7220 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1235","6.393599743","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1090940 Win=2097152 Len=0"
"1236","6.393960883","128.135.24.73","206.123.170.175","TLSv1.2","4067","Application Data"
"1237","6.393976804","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1094953 Win=2105088 Len=0"
"1238","6.394730272","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1094953 Ack=7220 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1239","6.394746873","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1100793 Win=2116864 Len=0"
"1240","6.394863666","128.135.24.73","206.123.170.175","TLSv1.2","5595","Application Data"
"1241","6.394876904","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1106334 Win=2127872 Len=0"
"1242","6.400760941","128.135.24.73","206.123.170.175","TCP","60","443  >  41816 [ACK] Seq=1106334 Ack=7527 Win=64128 Len=0"
"1243","6.401255944","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1106334 Ack=7826 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1244","6.401302766","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1113634 Win=2142464 Len=0"
"1245","6.401346844","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1246","6.401362388","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1122747 Win=2160768 Len=0"
"1247","6.401616908","128.135.24.73","206.123.170.175","TCP","8814","443  >  41816 [ACK] Seq=1122747 Ack=7826 Win=64128 Len=8760 [TCP segment of a reassembled PDU]"
"1248","6.401632239","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1131507 Win=2178304 Len=0"
"1249","6.401684338","128.135.24.73","206.123.170.175","TLSv1.2","7707","Application Data"
"1250","6.401684426","128.135.24.73","206.123.170.175","TLSv1.2","249","Application Data"
"1251","6.401702678","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1139160 Win=2193536 Len=0"
"1252","6.401909685","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=1139355 Ack=7826 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1253","6.401939534","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1143735 Win=2202368 Len=0"
"1254","6.401972246","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1143735 Ack=7826 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1255","6.401981303","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1151035 Win=2216960 Len=0"
"1256","6.402097824","128.135.24.73","206.123.170.175","TLSv1.2","4787","Application Data"
"1257","6.402105898","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1155768 Win=2226432 Len=0"
"1258","6.402286690","128.135.24.73","206.123.170.175","TCP","10274","443  >  41816 [ACK] Seq=1155768 Ack=7826 Win=64128 Len=10220 [TCP segment of a reassembled PDU]"
"1259","6.402298428","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1165988 Win=2246784 Len=0"
"1260","6.402331817","128.135.24.73","206.123.170.175","TLSv1.2","6247","Application Data"
"1261","6.402331877","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1262","6.402344943","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1172181 Win=2259200 Len=0"
"1263","6.402626772","128.135.24.73","206.123.170.175","TCP","13194","443  >  41816 [ACK] Seq=1172246 Ack=7826 Win=64128 Len=13140 [TCP segment of a reassembled PDU]"
"1264","6.402641861","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1185386 Win=2285440 Len=0"
"1265","6.402909089","128.135.24.73","206.123.170.175","TLSv1.2","3327","Application Data"
"1266","6.402909197","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1188659 Ack=7826 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1267","6.402929496","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1188659 Win=2292096 Len=0"
"1268","6.402938230","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1195959 Win=2306688 Len=0"
"1269","6.403182106","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1270","6.403182198","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1271","6.403197466","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1205072 Win=2324864 Len=0"
"1272","6.403219166","128.135.24.73","206.123.170.175","TCP","10274","443  >  41816 [ACK] Seq=1205137 Ack=7826 Win=64128 Len=10220 [TCP segment of a reassembled PDU]"
"1273","6.403229774","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1215357 Win=2345344 Len=0"
"1274","6.403512399","128.135.24.73","206.123.170.175","TLSv1.2","6247","Application Data"
"1275","6.403512524","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1221550 Ack=7826 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1276","6.403531000","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1221550 Win=2357632 Len=0"
"1277","6.403539809","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1227390 Win=2369408 Len=0"
"1278","6.403841664","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1279","6.403857555","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1237963 Win=2390528 Len=0"
"1280","6.403876510","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1281","6.403876596","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1238028 Ack=7826 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1282","6.403929413","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1245328 Win=2405120 Len=0"
"1283","6.404152888","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1284","6.404152990","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1254441 Ack=7826 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1285","6.404175583","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1254441 Win=2423296 Len=0"
"1286","6.404181543","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1261741 Win=2437888 Len=0"
"1287","6.404492790","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1288","6.404492905","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1289","6.404511633","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1270854 Win=2456192 Len=0"
"1290","6.404529787","128.135.24.73","206.123.170.175","TCP","8814","443  >  41816 [ACK] Seq=1270919 Ack=7826 Win=64128 Len=8760 [TCP segment of a reassembled PDU]"
"1291","6.404538473","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1279679 Win=2473728 Len=0"
"1292","6.404860812","128.135.24.73","206.123.170.175","TLSv1.2","7707","Application Data"
"1293","6.404860940","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1287332 Ack=7826 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1294","6.404882389","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1287332 Win=2488960 Len=0"
"1295","6.404890786","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1293172 Win=2500736 Len=0"
"1296","6.405203557","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1297","6.405214712","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1303745 Win=2521856 Len=0"
"1298","6.405227366","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1299","6.405227415","128.135.24.73","206.123.170.175","TLSv1.2","2299","Application Data"
"1300","6.405236062","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1306055 Win=2526336 Len=0"
"1301","6.405482148","128.135.24.73","206.123.170.175","TLSv1.2","13436","Application Data"
"1302","6.405492535","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1319437 Win=2553088 Len=0"
"1303","6.405853772","128.135.24.73","206.123.170.175","TLSv1.2","6025","Application Data"
"1304","6.405853881","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [ACK] Seq=1325408 Ack=7826 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"1305","6.405868450","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1325408 Win=2564992 Len=0"
"1306","6.406226858","128.135.24.73","206.123.170.175","TLSv1.2","3955","Application Data"
"1307","6.406226956","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=1330769 Ack=7826 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1308","6.406240642","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1330769 Win=2575744 Len=0"
"1309","6.406245407","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1335149 Win=2584448 Len=0"
"1310","6.406590395","128.135.24.73","206.123.170.175","TLSv1.2","8336","Application Data"
"1311","6.406590456","128.135.24.73","206.123.170.175","TLSv1.2","2868","Application Data"
"1312","6.406602427","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1343431 Win=2601088 Len=0"
"1313","6.406607126","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1346245 Win=2606720 Len=0"
"1316","6.422729643","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1346245 Ack=7936 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1317","6.422873867","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1353545 Win=2621312 Len=0"
"1318","6.422959756","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1319","6.422959870","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=1362658 Ack=8050 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1320","6.422985789","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1362658 Win=2639488 Len=0"
"1321","6.422999465","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1365578 Win=2645376 Len=0"
"1322","6.423021739","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1365578 Ack=8050 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1323","6.423029672","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1371418 Win=2657024 Len=0"
"1324","6.423350067","128.135.24.73","206.123.170.175","TLSv1.2","7707","Application Data"
"1325","6.423350282","128.135.24.73","206.123.170.175","TLSv1.2","255","Application Data"
